"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-0.5709677419354838,17.76,1,23
2,5.05,-0.5831683168316831,28.96,2,23
3,8.85,-0.6067796610169491,50.76,3,23
4,12.25,-0.6281632653061224,70.28,4,23
5,29.9,-0.7396989966555183,172.4,5,23
6,37.1,-0.7855741239892182,214.64000000000001,6,23
7,44.3,-0.8323476297968396,257.32,7,23
8,51.4,-0.87884046692607,299.96,8,23
9,3.1,-1.0516129032258064,11.28,1,53
10,5.05,-1.005940594059406,18.400000000000002,2,53
11,8.85,-0.9152542372881356,32.4,3,53
12,12.25,-0.8322448979591835,45.12,4,53
13,29.9,-0.34523076923076923,120.44,5,53
14,37.1,-0.06460916442048517,163.76,6,53
15,3.1,-0.08225806451612903,10.84,1,56
16,5.05,-0.06534653465346535,17.68,2,56
17,8.85,-0.031073446327683617,31.,3,56
18,12.25,-0.0008163265306122448,42.96,4,56
19,29.9,0.15965217391304345,105.92,5,56
20,37.1,0.22663611859838273,132.32,6,56
21,44.3,0.2958690744920993,159.36,7,56
22,51.4,0.36566536964980545,186.84,8,56
23,3.1,-1.4758064516129032,15.16,1,208
24,5.05,-1.4663366336633663,24.72,2,208
25,8.85,-1.448587570621469,43.36,3,208
26,12.25,-1.4326530612244897,60.,4,208
27,29.9,-1.3501070234113712,146.88,5,208
28,37.1,-1.3161024258760106,182.6,6,208
29,44.3,-1.282022573363431,218.48000000000002,7,208
30,51.4,-1.2479455252918288,254.16,8,208
31,3.1,0.13548387096774195,6.92,1,209
32,5.05,0.12772277227722773,11.28,2,209
33,8.85,0.11016949152542373,19.76,3,209
34,12.25,0.09510204081632652,27.32,4,209
35,29.9,0.015692307692307693,66.88,5,209
36,37.1,-0.016770889487870616,83.12,6,209
37,44.3,-0.04973363431151241,99.48,7,209
38,51.4,-0.08235408560311283,115.68,8,209
39,3.1,0.054838709677419356,9.88,1,211
40,5.05,0.05148514851485149,16.080000000000002,2,211
41,8.85,0.04293785310734463,28.2,3,211
42,12.25,0.03591836734693877,39.04,4,211
43,29.9,-0.0019331103678929765,95.36,5,211
44,37.1,-0.017229110512129376,118.36,6,211
45,44.3,-0.03269525959367946,141.36,7,211
46,51.4,-0.047891050583657585,164.12,8,211
47,3.1,0.13225806451612904,11.200000000000001,1,215
48,5.05,0.13267326732673268,18.2,2,215
49,8.85,0.1310734463276836,31.92,3,215
50,12.25,0.13020408163265304,44.2,4,215
51,29.9,0.124628762541806,107.84,5,215
52,37.1,0.12243665768194069,133.8,6,215
53,44.3,0.12026636568848757,159.8,7,215
54,51.4,0.1180739299610895,185.4,8,215
55,3.1,0.21451612903225806,9.32,1,226
56,5.05,0.21485148514851485,15.200000000000001,2,226
57,8.85,0.21638418079096047,26.64,3,226
58,12.25,0.2171428571428571,36.92,4,226
59,29.9,0.22162541806020064,90.08,5,226
60,37.1,0.2234285714285714,111.76,6,226
61,44.3,0.22533634311512413,133.44,7,226
62,51.4,0.22715175097276263,154.84,8,226
63,3.1,0.0016129032258064516,8.44,1,229
64,5.05,0.0039603960396039604,13.76,2,229
65,8.85,0.007344632768361582,24.12,3,229
66,12.25,0.011020408163265305,33.36,4,229
67,29.9,0.029337792642140467,81.48,5,229
68,37.1,0.03684097035040431,101.12,6,229
69,44.3,0.044361173814898416,120.76,7,229
70,51.4,0.051727626459143965,140.12,8,229
71,3.1,-2.5516129032258066,3.2800000000000002,1,236
72,5.05,-2.5603960396039604,5.36,2,236
73,8.85,-2.5768361581920907,9.4,3,236
74,12.25,-2.591836734693877,13.,4,236
75,29.9,-2.67019397993311,31.84,5,236
76,37.1,-2.7023126684636116,39.6,6,236
77,44.3,-2.7346591422121893,47.36,7,236
78,51.4,-2.766898832684825,55.08,8,236
79,3.1,-2.870967741935484,0.4,1,237
80,5.05,-2.8504950495049504,0.64,2,237
81,8.85,-2.8112994350282485,1.12,3,237
82,12.25,-2.775510204081632,1.56,4,237
83,29.9,-2.587297658862876,3.92,5,237
84,37.1,-2.5071105121293797,4.88,6,237
85,44.3,-2.424821670428894,5.92,7,237
86,51.4,-2.3391206225680934,6.96,8,237
87,3.1,0.8564516129032258,5.68,1,255
88,5.05,0.8792079207920792,9.24,2,255
89,8.85,0.923728813559322,16.240000000000002,3,255
90,12.25,0.963673469387755,22.52,4,255
91,29.9,1.1753311036789298,55.92,5,255
92,37.1,1.2659730458221023,70.24,6,255
93,44.3,1.360767494356659,85.2,7,255
